airfoil,blades,tip_speed_ratio,aoa_deg,hub_radius_ratio,chord_scale,twist_scale,cp,ct,power_w,thrust_n,torque_nm,root_moment_nm,solidity_mean,obj_neg_cp,obj_root_moment,obj_solidity
2412,4,7.258256264651995,5.366019576180475,0.2107440219034283,0.9649391558844218,1.0849352590654298,0.134349602462631,0.6971905689511242,301536.48113817396,173865.12252838316,184639.68335184426,3161131.3311747843,0.13593875813510098,-0.134349602462631,3161131.3311747843,0.13593875813510098
2412,4,7.533517675472485,4.996713428768654,0.20968297080126602,0.9732255247357661,1.0955181601968784,0.13408792427603958,0.7127594439015955,300949.1662661605,177747.68272274308,177546.78593595207,3224942.8425555634,0.13575128461579095,-0.13408792427603958,3224942.8425555634,0.13575128461579095
2412,4,7.660085928316263,4.826902361888438,0.21057342708647298,0.9770356891347916,1.1003842956360352,0.13324377930320622,0.7149692109256006,299054.55325642385,178298.7535941776,173513.89530671755,3223070.6407001023,0.1354985483349761,-0.13324377930320622,3223070.6407001023,0.1354985483349761
23012,3,7.879665646447905,6.438778093550321,0.19045148496062994,1.044104675455542,0.9140397963429187,0.12315378534207805,0.7626081982962459,276408.40307826997,190178.94639251995,155905.31966451748,3689048.3860847345,0.10713285015939766,-0.12315378534207805,3689048.3860847345,0.10713285015939766
4412,3,7.236105465768969,4.8397380180438345,0.20586623283282457,0.9721547974746233,1.0505011738372938,0.12105979097801066,0.8108123298069959,271708.6073178793,202200.0746245032,166884.4955362127,4022311.517031392,0.10392506458400286,-0.12105979097801066,4022311.517031392,0.10392506458400286
4412,4,6.320715082813589,6.525773216373319,0.1849954105776701,0.9227673753659561,1.0460430105372847,0.1063779199260851,0.8487751013298361,238756.37186371448,211667.2163448301,167882.81335298606,4396959.416709401,0.14060139397643995,-0.1063779199260851,4396959.416709401,0.14060139397643995
2412,4,6.093283244837144,8.577428907673607,0.2424287921747122,0.985617432660561,0.9634321828646537,0.10574659401856172,0.816839156287488,237339.4135019738,203703.04235119594,173115.51021041416,3849605.9343431285,0.12962922709734406,-0.10574659401856172,3849605.9343431285,0.12962922709734406
2412,4,6.648836721500964,7.1087985856465385,0.23884989716744232,1.0721514120002067,1.0217874681447592,0.10563880562199088,0.7972069342711341,237097.4914328814,198807.16618994353,158488.87147174487,3765569.809512484,0.13091587281460432,-0.10563880562199088,3765569.809512484,0.13091587281460432
23012,4,7.210825396927227,8.169482570469556,0.20190733713168818,1.189744308538216,1.0964866466908836,0.07558028371918639,0.9532338080809083,169633.645194055,237717.08944588868,104554.9254728663,5011428.838356997,0.1379700314632324,-0.07558028371918639,5011428.838356997,0.1379700314632324
4412,4,6.42520622160726,8.338644139266599,0.22618683895179875,0.9086381109229545,1.1073967405733918,0.06386184552056856,0.9614485573198596,143332.58769871012,239765.6805292691,99146.03533861748,4988596.033688495,0.12481432784200466,-0.06386184552056856,4988596.033688495,0.12481432784200466
4412,4,6.5360745391321835,8.722288559512602,0.23276312261534277,0.8829620717606773,1.1146369173600865,0.060483385637883344,1.0057527335404217,135749.91617592133,250814.23937408495,92308.15180727409,5146426.152059903,0.12001058424786695,-0.060483385637883344,5146426.152059903,0.12001058424786695
2412,4,7.7325516085768875,6.5240367654608695,0.22118670763576045,0.89892894934468,0.9251966161779142,0.049680149266943606,0.7600352552814302,111502.95287654581,189537.30682874547,64088.63523156234,3717123.236214704,0.1246634783080359,-0.049680149266943606,3717123.236214704,0.1246634783080359
4412,3,7.743643731872448,7.653724471800631,0.20657481752960635,1.134907134633112,0.9367340423796949,0.044862756040303986,1.247291770532628,100690.7154363656,311049.15380388935,57791.17768374922,6828476.6573205665,0.10133223703190683,-0.044862756040303986,6828476.6573205665,0.10133223703190683
23012,4,8.386284063519735,5.792039469759835,0.20334137354313822,1.0143445339465327,0.9416836989985429,0.04398067139530316,0.7138990356523377,98710.94999572319,178031.87368601616,52313.435842548344,3404334.9867178337,0.13423017977546975,-0.04398067139530316,3404334.9867178337,0.13423017977546975
4412,4,7.749684670425196,5.303831601336146,0.2097301469687302,1.0112986318806956,1.069925409283023,0.043486000237863524,0.9323491026580719,97600.70182676129,232508.86944260693,55974.006099015656,4856322.115152997,0.12781507838786002,-0.043486000237863524,4856322.115152997,0.12781507838786002
4412,4,7.215850916531056,7.210034204823594,0.2003365760676768,1.1332597562898523,0.9557608344205489,0.040769072784859674,1.146173193854542,91502.78468618504,285832.2410873554,56359.12489794314,6295767.912689132,0.13352051968245818,-0.040769072784859674,6295767.912689132,0.13352051968245818
