alpha,cl,cd
-4.0,-0.1953,0.00792
-3.0,-0.0865,0.00724
-2.0,0.0225,0.00671
-1.0,0.1303,0.00613
0.0,0.2362,0.0057
1.0,0.3391,0.00558
2.0,0.4543,0.00596
3.0,0.6018,0.00653
4.0,0.7132,0.00709
5.0,0.8084,0.00789
6.0,0.9013,0.00918
7.0,0.9932,0.01088
8.0,1.0855,0.01258
9.0,1.1763,0.01427
10.0,1.2617,0.01616
11.0,1.3392,0.01823
12.0,1.3971,0.0208
13.0,1.4395,0.02464
14.0,1.4813,0.02917
