alpha,cl,cd
-4.0,-0.2874,0.00959
-3.0,-0.1834,0.00886
-2.0,-0.0768,0.00853
-1.0,0.0221,0.00698
0.0,0.1209,0.0062
1.0,0.2235,0.00642
2.0,0.3287,0.00707
3.0,0.4514,0.00777
4.0,0.5948,0.00842
5.0,0.737,0.00905
6.0,0.8466,0.00962
7.0,0.9389,0.01022
8.0,1.0325,0.01093
9.0,1.127,0.01182
10.0,1.2247,0.01272
11.0,1.3188,0.01402
12.0,1.4064,0.01579
13.0,1.4786,0.0185
14.0,1.5254,0.02195
