alpha,cl,cd
-4.0,0.0318,0.00826
-3.0,0.143,0.00776
-2.0,0.2538,0.00744
-1.0,0.3641,0.00723
0.0,0.473,0.00694
1.0,0.5708,0.00601
2.0,0.6969,0.00643
3.0,0.8044,0.0069
4.0,0.9121,0.00741
5.0,1.0189,0.00797
6.0,1.1232,0.00867
7.0,1.2207,0.00981
8.0,1.3045,0.01183
9.0,1.3718,0.01464
10.0,1.429,0.0172
11.0,1.4844,0.02
12.0,1.5289,0.02379
13.0,1.5659,0.02868
14.0,1.5924,0.03516
