alpha,cl,cd
-4.0,-0.3523,0.01807
-3.0,-0.183,0.01418
-2.0,-0.0569,0.01175
-1.0,0.0159,0.00834
0.0,0.132,0.0091
1.0,0.2998,0.01011
2.0,0.4497,0.01094
3.0,0.5409,0.01178
4.0,0.631,0.01266
5.0,0.7208,0.01381
6.0,0.8123,0.015
7.0,0.9045,0.0164
8.0,0.9978,0.01796
9.0,1.0909,0.01965
10.0,1.1802,0.0213
11.0,1.2627,0.02261
12.0,1.3348,0.02438
13.0,1.3833,0.02699
14.0,1.4067,0.0323
